0,宍道（鹿島）断層,35.5025,132.96722222222223
1,雨滝－釜戸断層,35.51777777777777,134.2836111111111
2,鹿野－吉岡断層,35.50194444444445,134.28583333333333
3,日南湖断層,35.25055555555556,133.28527777777776
4,岩坪断層,35.40083333333333,134.035
5,那岐山断層帯,35.1025,133.8836111111111
6,山崎断層帯（主部北西部区間）,35.13444444444444,134.26666666666668
7,山崎断層帯（主部南東部区間）,34.95138888888889,134.75055555555556
8,草谷断層,34.718611111111116,134.8836111111111
9,長者ヶ原－芳井断層,34.65222222222222,133.4686111111111
10,宇津戸断層,34.5175,133.085
11,安田断層,34.7025,133.00027777777777
12,菊川断層帯（北部区間）,34.63583333333333,130.23527777777775
13,菊川断層帯（中部区間）,34.35111111111111,130.71916666666667
14,菊川断層帯（南部区間）,34.08388888888889,131.0686111111111
15,岩国－五日市断層帯（己斐断層区間）,34.485,132.5011111111111
16,岩国－五日市断層帯（五日市断層区間）,34.50055555555556,132.41666666666666
17,岩国－五日市断層帯（岩国断層区間）,34.26722222222222,132.2675
18,周防灘断層帯（周防灘断層帯主部区間）,34.001666666666665,131.63444444444443
19,周防灘断層帯（秋穂沖断層区間）,33.918055555555554,131.5186111111111
20,安芸灘断層帯,33.966944444444444,132.2
21,広島湾－岩国沖断層帯,34.333333333333336,132.36666666666667
22,宇部南方沖断層,33.868611111111115,131.28333333333333
23,弥栄断層,34.76861111111111,132.2
24,地福断層,34.400277777777774,131.71833333333333
25,大原湖断層,34.40083333333333,131.81805555555556
26,小郡断層,34.150555555555556,131.4338888888889
27,筒賀断層,34.75083333333333,132.5
28,滝部断層,34.30138888888889,130.91722222222222
29,奈古断層,34.55222222222222,131.58333333333334
30,栄谷断層,34.1175,131.8675
31,黒瀬断層,34.36666666666667,132.7186111111111
32,小倉東断層,33.88361111111111,130.90083333333334
33,福智山断層帯,33.91777777777777,130.73416666666665
34,西山断層帯　大島沖区間,34.18333333333333,130.15
35,西山断層帯　西山区間,33.916666666666664,130.4
36,西山断層帯　嘉麻峠区間,33.583333333333336,130.66666666666666
37,杷木断層,33.402499999999996,130.85
38,宇美断層,33.60138888888889,130.5
39,警固断層帯　北西部,33.8,130.08333333333334
40,警固断層帯　南東部,33.65,130.31666666666666
41,日向峠－小笠木峠断層帯,33.535,130.2511111111111
42,水縄断層帯,33.31666666666667,130.83333333333334
43,佐賀平野北縁断層帯,33.30166666666666,130.20194444444442
44,別府湾－日出生断層帯　東部,33.35,131.96666666666667
45,別府湾－日出生断層帯　西部,33.333333333333336,131.5
46,大分平野ー由布院断層帯　東部,33.25,131.71666666666667
47,大分平野ー由布院断層帯　西部,33.25,131.43333333333334
48,野稲岳ー万年山断層帯,33.233333333333334,131.31666666666666
49,崩平山ー亀石山断層帯,33.166666666666664,131.35
50,雲仙断層群  北部,32.766666666666666,130.36666666666667
51,雲仙断層群  南東部,32.71666666666667,130.5
52,雲仙断層群  南西部　北部,32.71666666666667,130.28333333333333
53,雲仙断層群  南西部　南部,32.666666666666664,130.11666666666667
54,布田川断層帯　布田川区間,32.86666666666667,130.98333333333332
55,布田川断層帯　宇土区間,32.766666666666666,130.81666666666666
56,布田川断層帯　宇土半島北岸区間,32.71666666666667,130.63333333333333
57,日奈久断層帯　高野ー白旗区間,32.766666666666666,130.81666666666666
58,日奈久断層帯　日奈久区間,32.63333333333333,130.75
59,日奈久断層帯　八代海区間,32.36666666666667,130.46666666666667
60,緑川断層帯,32.683611111111105,131.13444444444443
61,人吉盆地南縁断層,32.266666666666666,131.0
62,出水断層帯,32.13333333333333,130.43333333333334
63,甑断層帯,32.05222222222222,130.0336111111111
64,市来断層帯　市来区間,31.71861111111111,130.18472222222223
65,市来断層帯　甑海峡中央区間,31.752222222222223,130.1336111111111
66,市来断層帯　吹上浜西方沖区間,31.633333333333333,130.28583333333333
